paper,score
Evolutionary foundation for heterogeneity in risk aversion.,0.15000000000000002
Existence of an equilibrium in arrowian markets for consumption externalities.,0.15000000000000002
Exploring the Impact of Tensions in Stakeholder Norms on Designing for Value Change: The Case of Biosafety in Industrial Biotechnology.,0.15000000000000002
Extending the Evaluation of Social Assistive Robots With Accessibility Indicators: The AUSUS Evaluation Framework.,0.15000000000000002
Extrapolative asset pricing.,0.15000000000000002
Fixpoint constructions in focused orthogonality models of linear logic.,0.15000000000000002
Fostering collusion through action revision in duopolies.,0.15000000000000002
Further studies on open well-filtered spaces.,0.15000000000000002
Generalized perturbed best response dynamics with a continuum of strategies.,0.15000000000000002
Generalized separability and integrability: Consumer demand with a price aggregator.,0.15000000000000002
Genetically Engineered Foods and Moral Absolutism: A Representative Study from Germany.,0.15000000000000002
Go Big or Go Home? A New Case for Integrating Micro-ethics and Macro-ethics in Engineering Ethics Education.,0.15000000000000002
Graded Differential Categories and Graded Differential Linear Logic.,0.15000000000000002
Hiding and herding in market entry.,0.15000000000000002
How Do Scientists Perceive the Relationship Between Ethics and Science? A Pilot Study of Scientists' Appeals to Values.,0.15000000000000002
"How Neurotech Start-Ups Envision Ethical Futures: Demarcation, Deferral, Delegation.",0.15000000000000002
How Smart are Smart Materials? A Conceptual and Ethical Analysis of Smart Lifelike Materials for the Design of Regenerative Valve Implants.,0.15000000000000002
"Ignorance, pervasive uncertainty, and household finance.",0.15000000000000002
Incorporation of heuristic knowledge in the optimal design of formulated products: Application to a cosmetic emulsion.,0.15000000000000002
Inefficiency of Random Serial Dictatorship under incomplete information.,0.15000000000000002
Influencing Human Escape Maneuvers With Perceptual Cues in the Presence of a Visual Task.,0.15000000000000002
Information design in optimal auctions.,0.15000000000000002
"Information, market power and welfare.",0.15000000000000002
Informed principal problems in bilateral trading.,0.15000000000000002
Intertemporal preference with loss aversion: Consumption and risk-attitude.,0.15000000000000002
Is Online Moral Outrage Outrageous? Rethinking the Indignation Machine.,0.15000000000000002
Labor markets during pandemics.,0.15000000000000002
Learning and firm dynamics in a stochastic equilibrium.,0.15000000000000002
Learning and selfconfirming equilibria in network games.,0.15000000000000002
Learning with limited memory: Bayesianism vs heuristics.,0.15000000000000002
Loss aversion in strategy-proof school-choice mechanisms.,0.15000000000000002
Machine Ethics: Do Androids Dream of Being Good People?,0.15000000000000002
Marital preferences and stable matching in cultural evolution.,0.15000000000000002
Market areas in general equilibrium.,0.15000000000000002
Market-making with search and information frictions.,0.15000000000000002
Mary Blair-Loy and Erin A. Cech: Misconceiving Merit: Paradoxes in Excellence and Devotion in Academic Science and Engineering.,0.15000000000000002
Maxmin expected utility in Savage's framework.,0.15000000000000002
Money-metrics in local welfare analysis: Pareto improvements and equity considerations.,0.15000000000000002
Motivated naivete.,0.15000000000000002
Multiple-switching behavior in choice-list elicitation of risk preference.,0.15000000000000002
Non-Bayesian updating in a social learning experiment.,0.15000000000000002
"Observability, dominance, and induction in learning models.",0.15000000000000002
On perfect pairwise stable networks.,0.15000000000000002
On sustainable equilibria.,0.15000000000000002
On the empirical relevance of correlated equilibrium.,0.15000000000000002
Optimal CEO turnover.,0.15000000000000002
Optimal contest design: Tuning the heat.,0.15000000000000002
Packet loss rate monitoring model of IoT based on differential evolution algorithm.,0.15000000000000002
Parsing as a lifting problem and the Chomsky-Schützenberger representation theorem.,0.15000000000000002
Patch Locale of a Spectral Locale in Univalent Type Theory.,0.15000000000000002
Path coverage enhancement in wireless sensor networks based on CVT model.,0.15000000000000002
Pedagogical Orientations and Evolving Responsibilities of Technological Universities: A Literature Review of the History of Engineering Education.,0.15000000000000002
Playing Brains: The Ethical Challenges Posed by Silicon Sentience and Hybrid Intelligence in DishBrain.,0.15000000000000002
Post-auction investment by financially constrained bidders.,0.15000000000000002
Post-publication Peer Review with an Intention to Uncover Data/Result Irregularities and Potential Research Misconduct in Scientific Research: Vigilantism or Volunteerism?,0.15000000000000002
Predicting Emotion Reactions for Human-Computer Conversation: A Variational Approach.,0.15000000000000002
Preference for Knowledge.,0.15000000000000002
Principal Investigators' Priorities and Perceived Barriers and Facilitators When Making Decisions About Conducting Essential Research in the COVID-19 Pandemic.,0.15000000000000002
Private disclosure with multiple agents.,0.15000000000000002
Propositional Logics for the Lawvere Quantale.,0.15000000000000002
Public disclosure and private information acquisition: A global game approach.,0.15000000000000002
"Public education expenditures, growth and income inequality.",0.15000000000000002
Quantaloidal Completions of Order-enriched Categories and Their Applications.,0.15000000000000002
Random utility models with ordered types and domains.,0.15000000000000002
Rational inattention when decisions take time.,0.15000000000000002
Rational inattention with multiple attributes.,0.15000000000000002
Reflections on Putting AI Ethics into Practice: How Three AI Ethics Approaches Conceptualize Theory and Practice.,0.15000000000000002
Regulating oligopolistic competition.,0.15000000000000002
Regulatory mechanism design with extortionary collusion.,0.15000000000000002
Renegotiation and dynamic inconsistency: Contracting with non-exponential discounting.,0.15000000000000002
Research Ethics in the Age of Digital Platforms.,0.15000000000000002
Research Misconduct Investigations in China's Science Funding System.,0.15000000000000002
Research on dynamic and secure storage of financial data based on cloud platform.,0.15000000000000002
Research on information classification and storage in cloud computing data center based on group collaboration intelligent clustering.,0.15000000000000002
Retractions and Rewards in Science: An Open Question for Reviewers and Funders.,0.15000000000000002
Reverse Bayesianism and act independence.,0.15000000000000002
SAF: Stakeholders' Agreement on Fairness in the Practice of Machine Learning Development.,0.15000000000000002
Saturating automata for game semantics.,0.15000000000000002
Schumpeterian competition in a Lucas economy.,0.15000000000000002
"Scientists' Views on the Ethics, Promises and Practices of Synthetic Biology: A Qualitative Study of Australian Scientific Practice.",0.15000000000000002
Selecting a winner with external referees.,0.15000000000000002
Self-evident events and the value of linking.,0.15000000000000002
Socially Assistive Devices in Healthcare-a Systematic Review of Empirical Evidence from an Ethical Perspective.,0.15000000000000002
Stochastic choice and rational inattention.,0.15000000000000002
Strategic mistakes.,0.15000000000000002
Strategy-proof and envy-free random assignment.,0.15000000000000002
Strategyproof social choice when preferences and outcomes may contain ties.,0.15000000000000002
Structured ambiguity and model misspecification.,0.15000000000000002
"Sufficient conditions for a ""simple"" decentralization with consumption externalities.",0.15000000000000002
"Symposium Issue on Ambiguity, Robustness, and Model Uncertainty.",0.15000000000000002
The Benefit of Assisted and Unassisted Eco-Driving for Electrified Powertrains.,0.15000000000000002
